nom_gare;code_uic_complet;code_postal;segmentation_drg;total_voyageurs_2021;total_voyageurs_non_voyageurs_2021;total_voyageurs_2020;total_voyageurs_non_voyageurs_2020;total_voyageurs_2019;total_voyageurs_non_voyageurs_2019;total_voyageurs_2018;total_voyageurs_non_voyageurs_2018;totalvoyageurs2017;total_voyageurs_non_voyageurs_2017;total_voyageurs_2016;total_voyageurs_non_voyageurs_2016;total_voyageurs_2015;total_voyageurs_non_voyageurs_2015;comptages;description;image
Avrechy;87313296;60130;c;3941;3941;3772;3772;5073;5073;6801;6801;6887;6887;6980;6980;7219;7219;13.0;La gare d'Avrechy est une gare ferroviaire française de la ligne de Paris-Nord à Lille, située sur le territoire de la commune d'Avrechy, dans le département de l'Oise en région Hauts-de-France.  Elle est devenue une halte ferroviaire de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France;https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Gare_d%27Avrechy_2.JPG/1024px-Gare_d%27Avrechy_2.JPG
Béthune;87342006;62400;b;1275459;1371461;1134785;1220199;1838636;1977028;1744515;1875823;1844883;1983745;1775966;1909641;1827943;1965530;119.0;La gare de Béthune est une gare ferroviaire française des lignes d'Arras à Dunkerque-Locale et de Fives à Abbeville, située à proximité du centre-ville de Béthune, dans le département du Pas-de-Calais, en région Hauts-de-France.  Elle est mise en service en 1861, par la Compagnie des mines de Béthune. En 1960, elle est officiellement dénommée « gare de Béthune-Nord » par la Société nationale des chemins de fer français (SNCF), pour la différencier de la gare de Béthune-Rivage1 qui fut ouverte par la Compagnie des chemins de fer du Nord.  C'est une gare de la SNCF, desservie par des TGV inOui et des trains régionaux du réseau TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Gare_de_B%C3%A9thune_-_2.JPG/1024px-Gare_de_B%C3%A9thune_-_2.JPG
Bailleul;87286179;59270;b;855738;873202;764001;779593;1021600;1042449;944255;963526;998316;1018690;955858;975365;955623;975126;93.0;La gare de Bailleul est une gare ferroviaire française de la ligne de Lille aux Fontinettes, située sur le territoire de la commune de Bailleul, dans le département du Nord, en région Hauts-de-France.  Elle est mise en service en 1848 par la Compagnie des chemins de fer du Nord. C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Gare_de_Bailleul_280912_16.09.jpg/1024px-Gare_de_Bailleul_280912_16.09.jpg
Bailleul-Sir-Berthoult;87342592;62580;c;540;540;640;640;852;852;687;687;951;951;1628;1628;1035;1035;2.0;La gare de Bailleul-Sir-Berthoult est une gare ferroviaire française de la ligne d'Arras à Dunkerque-Locale, située sur le territoire de la commune de Bailleul-Sir-Berthoult, dans le département du Pas-de-Calais, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Gare_de_Bailleul-Sir-Berthoult_-_1.JPG/280px-Gare_de_Bailleul-Sir-Berthoult_-_1.JPG
Baisieux;87286872;59780;c;35458;35458;33237;33237;57067;57067;54454;54454;53118;53118;44687;44687;37822;37822;34.0;La gare de Baisieux est une gare ferroviaire française de la ligne de Fives à Baisieux, située sur le territoire de la commune de Baisieux, dans le département du Nord en région Hauts-de-France.  Elle est mise en service en 1865 par la Compagnie des chemins de fer du Nord. C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Gare-de-Baisieux1.jpg/800px-Gare-de-Baisieux1.jpg
Balagny Saint-Épin;87313569;60250;c;7808;7808;6145;6145;10295;10295;10936;10936;11831;11831;11228;11228;14172;14172;21.0;La gare de Balagny - Saint-Épin est une gare ferroviaire française de la ligne de Creil à Beauvais, située sur le territoire de la commune de Balagny-sur-Thérain, à proximité du hameau de Saint-Épin (faisant partie de Bury), dans le département de l'Oise, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Balagny-sur-Th%C3%A9rain_%2860%29%2C_gare_de_Balagny-Saint-%C3%89pin%2C_quai_et_b%C3%A2timent_voyageurs%2C_vue_vers_l%27est_en_direction_de_Creil_2.JPG/1024px-Balagny-sur-Th%C3%A9rain_%2860%29%2C_gare_de_Balagny-Saint-%C3%89pin%2C_quai_et_b%C3%A2timent_voyageurs%2C_vue_vers_l%27est_en_direction_de_Creil_2.JPG
Barenton-Bugny;87297291;2000;c;9498;9498;6211;6211;6141;6141;8608;8608;11174;11174;10665;10665;9537;9537;14.0;La gare de Barenton-Bugny est une gare ferroviaire française de la ligne de La Plaine à Hirson et Anor (frontière), située sur le territoire de la commune de Barenton-Bugny dans le département de l'Aisne en région Hauts-de-France.  Elle est mise en service en 1870 par la Compagnie des chemins de fer du Nord. C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Barenton-Bugny_Railway_Station.JPG/1024px-Barenton-Bugny_Railway_Station.JPG
Bauvin - Provin;87345280;59221;b;81470;101838;106504;133130;185978;232472;175839;219799;180078;225098;174049;217562;173097;216372;45.0;La gare de Bauvin - Provin est une gare ferroviaire française de la ligne de Lens à Don - Sainghin, située sur le territoire de la commune de Bauvin, à proximité de Provin, dans le département du Nord en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Gare_de_Bauvin_-_Provin_-_2.JPG/1024px-Gare_de_Bauvin_-_Provin_-_2.JPG
Bazoches;87171348;2220;c;2487;2487;4467;4467;5856;5856;8488;8488;8864;8864;10238;10238;10352;10352;;La gare de Bazoches est une gare ferroviaire fermée française de la ligne de Soissons à Givet, située sur le territoire de la commune de Bazoches-sur-Vesles, dans le département de l'Aisne en Hauts-de-France.  C'était une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Grand Est et TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/4/4c/Bazoches-les-Gallerandes_%28Loiret%29_-_La_Gare_%2818_August_1912%29.jpg?20201014150331
Beau Marais;87317610;62100;c;5232;5232;3180;3180;2990;2990;2191;2191;3080;3080;1828;1828;1292;1292;11.0;La gare de Beau-Marais est une gare ferroviaire française de la ligne de Coudekerque-Branche aux Fontinettes, située sur le territoire de la commune de Calais dans le département du Pas-de-Calais, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Gare_de_Beau-Marais_-_2.JPG/1024px-Gare_de_Beau-Marais_-_2.JPG
Beaurainville;87317198;62990;c;13682;13682;1744;1744;2379;2379;2962;2962;13336;13336;23410;23410;26699;26699;17.0;La gare de Beaurainville est une gare ferroviaire française de la ligne de Saint-Pol-sur-Ternoise à Étaples, située sur le territoire de la commune de Beaurainville, dans le département du Pas-de-Calais, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/BEAURINVILLE3.jpg/1024px-BEAURINVILLE3.jpg
Beauvais;87313510;60000;b;1241717;1478235;988279;1176522;1327596;1580472;1298880;1546286;1402417;1669545;1379556;1642329;1346772;1603300;126.0;La gare de Beauvais est une gare ferroviaire française de la ligne d'Épinay - Villetaneuse au Tréport - Mers, située à 400 m du centre-ville de Beauvais, préfecture du département de l'Oise, en région Hauts-de-France.  Elle est mise en service en 1857 par la Compagnie des chemins de fer du Nord.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Gare_beauvais.JPG/1024px-Gare_beauvais.JPG
Bergues;87281105;59380;b;127268;159085;125757;157197;202757;253447;178905;223631;181696;227120;170474;213092;179040;223800;43.0;La gare de Bergues est une gare ferroviaire française de la ligne d'Arras à Dunkerque-Locale, située sur le territoire de la commune de Bergues, dans le département du Nord, en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains régionaux du réseau TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/0_Gare_de_Bergues_%28Nord%29_2_.JPG/1024px-0_Gare_de_Bergues_%28Nord%29_2_.JPG
Berlaimont;87295808;59145;c;7392;7392;8730;8730;19722;19722;17711;17711;18551;18551;15493;15493;19691;19691;23.0;La gare de Berlaimont est une gare ferroviaire française de la ligne de Fives à Hirson, située sur le territoire de la commune de Berlaimont dans le département du Nord, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Berlaimont_%28Nord%29_gare.JPG/1024px-Berlaimont_%28Nord%29_gare.JPG
Bertry;87345553;59980;c;2338;2338;4525;4525;8199;8199;7001;7001;5685;5685;5869;5869;6637;6637;2.0;La gare de Bertry est une gare ferroviaire française de la ligne de Busigny à Somain, située sur le territoire de la commune de Bertry, dans le département du Nord, en région Hauts-de-France.  Elle est mise en service en 1858 par la Compagnie des chemins de fer du Nord. C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Gare_bertry.jpg/1024px-Gare_bertry.jpg
Beuvrages;87343160;59192;c;1588;1588;913;913;2320;2320;1776;1776;2968;2968;2329;2329;3170;3170;21.0;La gare de Beuvrages est une gare ferroviaire française, des lignes de Fives à Hirson et de Douai à Blanc-Misseron, située sur le territoire de la commune de Beuvrages, dans le département du Nord, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains régionaux TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Beuvrages_-_Gare_de_Beuvrages_%2803%29.JPG/1024px-Beuvrages_-_Gare_de_Beuvrages_%2803%29.JPG
Beuvry lès Béthune;87342402;62660;c;10410;10410;7478;7478;16102;16102;12855;12855;13702;13702;12758;12758;14810;14810;22.0;La gare de Beuvry (Pas-de-Calais) est une gare ferroviaire française de la ligne de Fives à Abbeville, située sur le territoire de la commune de Beuvry, dans le département du Pas-de-Calais, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Gare_de_Beuvry_-_6.JPG/1024px-Gare_de_Beuvry_-_6.JPG
Biache-Saint-Vaast;87342097;62118;c;47484;47484;37582;37582;61097;61097;57790;57790;64218;64218;59082;59082;60233;60233;51.0;La gare de Biache-Saint-Vaast est une gare ferroviaire française de la ligne de Paris-Nord à Lille, située sur le territoire de la commune de Biache-Saint-Vaast, dans le département du Pas-de-Calais, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Biache-Saint-Vaast_la_gare.JPG/1024px-Biache-Saint-Vaast_la_gare.JPG
Billy-Montigny;87345140;62420;b;140881;176102;138698;173372;233559;291949;221159;276449;221829;277286;203519;254399;213104;266380;65.0;La gare de Billy-Montigny est une gare ferroviaire française de la ligne de Lens à Ostricourt, située sur le territoire de la commune de Billy-Montigny, dans le département du Pas-de-Calais, en région Hauts-de-France.  Elle est mise en service en 1864 par la Compagnie des chemins de fer du Nord. C’est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/a/a5/Gare_de_Billy_Montigny.jpg
Blangy-sur-Ternoise;87317248;62770;c;882;882;77;77;8;8;5;5;535;535;1407;1407;1916;1916;9.0;La gare de Blangy-sur-Ternoise est une gare ferroviaire française de la ligne de Saint-Pol-sur-Ternoise à Étaples, située sur le territoire de la commune de Blangy-sur-Ternoise, dans le département du Pas-de-Calais, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/BLANGY_SUR_TERNOISE_2.jpg/1024px-BLANGY_SUR_TERNOISE_2.jpg
Bohain-en-Vermandois;87296269;2110;b;120520;150650;109447;136809;142094;177618;154861;193577;171123;213904;167908;209885;162216;202770;27.0;La gare de Bohain est une gare ferroviaire française de la ligne de Creil à Jeumont, située sur le territoire de la commune de Bohain-en-Vermandois, dans le département de l'Aisne, en région Hauts-de-France.  Elle est mise en service en 1855 par la Compagnie des chemins de fer du Nord. C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Bohain_la_gare25.jpg/1024px-Bohain_la_gare25.jpg
Boisleux-au-Mont;87342071;62175;c;1346;1346;879;879;1937;1937;1115;1115;894;894;636;636;1478;1478;15.0;La gare de Boisleux est une gare ferroviaire française de la ligne de Paris-Nord à Lille, située sur le territoire de la commune de Boisleux-au-Mont, à proximité de Boisleux-Saint-Marc, dans le département du Pas-de-Calais, en région Hauts-de-France.  Elle est mise en service en 1846 par la Compagnie des chemins de fer du Nord.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains régionaux TER Hauts-de-France. C'est également une gare ouverte au service fret SNCF. ;https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Gare_de_Boisleux_3.JPG/1024px-Gare_de_Boisleux_3.JPG
Boran-sur-Oise;87276444;60820;c;34587;34587;24170;24170;41161;41161;44209;44209;46272;46272;43084;43084;42347;42347;;La gare de Boran-sur-Oise est une gare ferroviaire française de la ligne de Pierrelaye à Creil, située sur le territoire de la commune de Boran-sur-Oise dans le département de l'Oise en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF) desservie par les trains du réseau Transilien Paris-Nord (ligne H). ;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Gare_de_Boran-sur-Oise_01.jpg/1024px-Gare_de_Boran-sur-Oise_01.jpg
Bornel - Belle-Église;87276717;60540;b;236641;295802;209769;262211;297438;371797;278858;348573;305842;382303;298770;373462;287515;359394;37.0;La gare de Bornel - Belle-Église est une gare ferroviaire française de la ligne d'Épinay - Villetaneuse au Tréport - Mers, située sur le territoire de la commune de Bornel, à proximité de Belle-Église, dans le département de l'Oise, en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/BV_de_Bornel_par_Cramos.JPG/1024px-BV_de_Bornel_par_Cramos.JPG
Bouchain;87345389;59111;c;17881;17881;25002;25002;37029;37029;34644;34644;36656;36656;33428;33428;32641;32641;27.0;La gare de Bouchain est une gare ferroviaire française de la ligne de Busigny à Somain, située sur les territoires des communes de Bouchain et de Neuville-sur-Escaut, à proximité immédiate de Lieu-Saint-Amand, dans le département du Nord, en région Hauts-de-France.  C'est une halte de la Société nationale des chemins de fer français (SNCF), desservie par des trains régionaux du réseau TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Bouchain_-_Gare_de_Bouchain_%2807%29.JPG/1024px-Bouchain_-_Gare_de_Bouchain_%2807%29.JPG
Boulogne Tintelleries;87317016;62200;b;242201;302752;208525;260656;314693;393366;286180;357726;306739;383423;292292;365365;306653;383316;46.0;La gare de Boulogne-Tintelleries est une gare ferroviaire française de la ligne de Boulogne-Ville à Calais-Maritime, située près du square des Tintelleries, dans le centre-ville de Boulogne-sur-Mer, sous-préfecture du département du Pas-de-Calais, en région Hauts-de-France. C'est la seconde gare de la ville, la principale étant la celle de Boulogne-Ville.  Un simple arrêt voyageurs pour trains légers est mis en service en 1888, par la Compagnie des chemins de fer du Nord, qui le transforme en halte en 1892 et fait édifier une gare ouverte en 1893. Le bâtiment voyageurs d'origine est toujours présent et en service.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains du réseau TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Boulogne-Tintelleries_Station.jpg/280px-Boulogne-Tintelleries_Station.jpg
Boulogne-sur-Mer;87317586;62200;b;741122;926402;568031;710039;830447;1038059;784536;980670;857777;1072222;858187;1072734;921416;1151770;121.0;La gare de Boulogne-Ville est la principale gare ferroviaire de Boulogne-sur-Mer, sous-préfecture du département du Pas-de-Calais, en région Hauts-de-France. Elle est située dans le sud de la ville, dans le quartier de Bréquerecque.  Elle est mise en service en 1962. C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains des réseaux TGV inOui, TERGV et TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Gare_boulogneville_entree.jpg/1024px-Gare_boulogneville_entree.jpg
Bourbourg;87281279;59630;c;18171;18171;17061;17061;20921;20921;14818;14818;15587;15587;14627;14627;10384;10384;13.0;La gare de Bourbourg est une gare ferroviaire française de la ligne de Coudekerque-Branche aux Fontinettes, située sur le territoire de la commune de Bourbourg dans le département du Nord, en région Hauts-de-France.  Elle est mise en service en 1876 par la Compagnie des chemins de fer du Nord. C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Bourbourg_SNCF.jpg/1024px-Bourbourg_SNCF.jpg
Boves;87313213;80440;c;13791;13791;10945;10945;18323;18323;16049;16049;14182;14182;16521;16521;16198;16198;44.0;La gare de Boves est une gare ferroviaire française des lignes Paris – Lille et Ormoy-Villers – Boves, située sur le territoire de la commune de Boves, dans le département de la Somme, en région Hauts-de-France.  Elle est mise en service en 1846, par la Compagnie du Nord.  C'est une halte voyageurs de la SNCF, du réseau TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Boves_-_La_gare.JPG/280px-Boves_-_La_gare.JPG
Brebières;87345108;62117;c;70529;70529;66521;66521;86470;86470;81038;81038;81110;81110;79737;79737;79692;79692;51.0;La gare de Brebières-Sud est une gare ferroviaire française de la ligne de Paris-Nord à Lille, située sur le territoire de la commune de Brebières, dans le département du Pas-de-Calais, en région Hauts-de-France.  C'est une halte de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Garebrebieres1.jpg/1024px-Garebrebieres1.jpg
Breteuil;87313247;60120;c;35539;35539;30912;30912;41007;41007;36295;36295;36651;36651;36570;36570;39090;39090;68.0;La gare de Breteuil-Embranchement est une gare ferroviaire française de la ligne de Paris-Nord à Lille. Elle est située au hameau de Breteuil-Embranchement sur le territoire de la commune de Bacouël, près de Breteuil-sur-Noye, dans le département de l'Oise en région Hauts-de-France.  Elle est mise en service en 1846 par la Compagnie des chemins de fer du Nord.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France, qui effectuent des missions entre les gares de Paris-Nord et Amiens. ;https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Bacouel_006.JPG/1024px-Bacouel_006.JPG
Brimeux;87317180;62170;c;1330;1330;380;380;152;152;3;3;451;451;514;514;1431;1431;9.0;La gare de Brimeux est une gare ferroviaire française de la ligne de Saint-Pol-sur-Ternoise à Étaples, située sur le territoire de la commune de Brimeux, dans le département du Pas-de-Calais, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/BRIMEUX.jpg/1024px-BRIMEUX.jpg
Brunémont;87345439;59151;c;1600;1600;1376;1376;3148;3148;3269;3269;3335;3335;3496;3496;4370;4370;5.0;La gare de Brunémont est une gare ferroviaire française de la ligne de Saint-Just-en-Chaussée à Douai, située sur le territoire de la commune de Brunémont dans le département du Nord, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Brun%C3%A9mont_-_Gare_de_Brun%C3%A9mont_%2801%29.JPG/1024px-Brun%C3%A9mont_-_Gare_de_Brun%C3%A9mont_%2801%29.JPG
Buire-sur-l'Ancre;87316067;80300;c;2579;2579;2843;2843;2990;2990;2632;2632;3036;3036;2704;2704;2244;2244;16.0;La gare de Buire-sur-l'Ancre est une gare ferroviaire française de la ligne de Paris-Nord à Lille, située sur le territoire de la commune de Buire-sur-l'Ancre, dans le département de la Somme, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/BUIRE.JPG/1024px-BUIRE.JPG
Bully - Grenay;87342105;62160;b;106125;132656;99295;124119;181839;227299;174904;218631;198058;247573;196459;245573;204688;255861;44.0;La gare de Bully - Grenay est une gare ferroviaire française de la ligne d'Arras à Dunkerque-Locale, située sur les territoires respectifs des communes de Bully-les-Mines et de Grenay, dans le département du Pas-de-Calais, en région Hauts-de-France.  Elle est mise en service en 1861 par la Compagnie des mines de Béthune.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Bully-les-Mines_-_Gare_de_Bully_-_Grenay_%2801%29.JPG/280px-Bully-les-Mines_-_Gare_de_Bully_-_Grenay_%2801%29.JPG
Busigny;87296244;59137;c;56192;56192;44422;44422;56535;56535;49018;49018;55333;55333;50415;50415;54060;54060;51.0;La gare de Busigny est une gare ferroviaire française de la ligne de Creil à Jeumont, située sur le territoire de la commune de Busigny, dans le département du Nord, en région Hauts-de-France.  Elle est mise en service en 1855, par la Compagnie des chemins de fer du Nord. C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France. ;https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Busigny_railway_station.jpg/1024px-Busigny_railway_station.jpg
